keyword,source_seed_group,avg_monthly_searches,competition,top_of_page_bid_low,top_of_page_bid_high,notes
sillas para patio,hotel-products-a5,500,高,2.28,20.45,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas para patio de madera,hotel-products-a5,500,高,3.26,12.53,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas para patio exterior,hotel-products-a5,500,高,2.56,15.97,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas para patios exteriores,hotel-products-a5,500,高,2.56,15.97,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas para recepcion,hotel-conversion-china-a6,500,高,8.37,96.06,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch6-conversion-china.csv"
sillas para restaurante economicas,hotel-products-a5,500,高,5.56,46.36,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas para terraza exterior,hotel-products-a5,500,高,1.92,20.82,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas para terraza pequeña,hotel-products-a5,500,高,0.86,7.99,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas periqueras para barra,hotel-products-a5,500,高,1.79,18.49,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas plastico terraza,hotel-products-a5,500,高,1.63,17.90,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas plegables exterior,hotel-products-a5,500,高,5.70,116.52,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas plegables jardin,hotel-products-a5,500,高,2.67,18.69,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas plegables para jardin,hotel-products-a5,500,高,1.61,14.90,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas plegables terraza,hotel-products-a5,500,高,1.45,8.97,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas recepcion,hotel-conversion-china-a6,500,高,7.07,74.08,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch6-conversion-china.csv"
sillas recepción,hotel-conversion-china-a6,500,高,7.07,74.08,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch6-conversion-china.csv"
sillas reclinables para jardin,hotel-products-a5,500,高,1.60,13.29,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas reclinables terraza,hotel-products-a5,500,高,1.39,5.26,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas restaurante,hotel-products-a5,500,高,8.47,46.41,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas sheraton,hotel-industry-supplier-a1,500,中,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch1-industry-supplier.csv"
sillas terraza exterior,hotel-products-a5,500,高,2.02,68.44,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas terraza negras,hotel-products-a5,500,高,2.49,16.05,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas terraza ofertas,hotel-products-a5,500,高,0.64,6.08,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas terraza ratan,hotel-products-a5,500,高,1.56,10.63,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas tipo bar,hotel-products-a5,500,高,1.26,8.74,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillas y mesas para cafetería,hotel-products-a5,500,高,7.61,95.84,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon balcon,hotel-products-a5,500,高,1.43,8.92,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon booth para restaurante,hotel-products-a5,500,中,7.73,46.50,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillón columpio terraza,hotel-products-a5,500,高,1.36,6.42,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon de patio,hotel-products-a5,500,高,1.77,10.89,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon de recepcion,hotel-conversion-china-a6,500,高,8.56,63.38,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch6-conversion-china.csv"
sillon de restaurante,hotel-products-a5,500,中,8.67,46.36,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon para jardin,hotel-products-a5,500,高,1.84,14.77,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon ratan terraza,hotel-products-a5,500,高,1.18,6.43,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon recepcion,hotel-conversion-china-a6,500,高,6.06,45.91,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch6-conversion-china.csv"
sillon restaurante,hotel-products-a5,500,高,6.01,46.05,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon terraza madera,hotel-products-a5,500,高,1.57,10.42,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillon terraza pequeño,hotel-products-a5,500,高,1.30,8.50,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones booths,hotel-products-a5,500,高,6.48,46.41,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de exterior,hotel-products-a5,500,高,3.71,26.20,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de fierro para terraza,hotel-products-a5,500,高,1.06,6.67,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de jardin,hotel-products-a5,500,高,2.33,13.28,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de madera para jardin,hotel-products-a5,500,高,2.08,10.96,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de madera para terraza,hotel-products-a5,500,高,1.04,12.78,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de mimbre para terraza,hotel-products-a5,500,高,0.77,7.99,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de palet para terrazas,hotel-products-a5,500,高,0.70,8.81,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de palets para exterior,hotel-products-a5,500,低,2.68,10.15,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de plastico,hotel-products-a5,500,高,1.60,10.91,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de plastico para jardin,hotel-products-a5,500,高,1.60,12.23,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones de terraza de madera,hotel-products-a5,500,高,0.76,6.63,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones exteriores jardin,hotel-products-a5,500,高,4.81,17.76,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para balcon,hotel-products-a5,500,高,1.31,9.79,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para bar,hotel-products-a5,500,高,3.62,28.85,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para cafeteria,hotel-products-a5,500,高,6.57,46.14,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para exterior modernos,hotel-products-a5,500,高,2.39,19.81,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para hotel,hotel-industry-supplier-a1,500,中,11.60,100.76,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch1-industry-supplier.csv"
sillones para jardin,hotel-products-a5,500,高,1.84,14.77,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para jardin exterior,hotel-products-a5,500,高,2.96,12.43,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para motel,hotel-industry-supplier-a1,500,低,0.93,2.33,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch1-industry-supplier.csv"
sillones para patio,hotel-products-a5,500,高,1.23,9.02,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para recepcion,hotel-conversion-china-a6,500,高,6.61,36.78,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch6-conversion-china.csv"
sillones para restaurante,hotel-products-a5,500,高,7.59,46.18,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
sillones para restaurante precios,hotel-products-a5,500,高,6.36,38.34,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
